x_mean,y_mean,z_mean,x_stddev,y_stddev,z_stddev,x_energy,y_energy,z_energy,x_y_coeff,x_z_coeff,y_z_coeff,gesture
0.5646636981075093,5.788408647906983,5.697392935469999,2.426390486268727,2.6433397547501265,4.657720780098764,360.2793663532792,2382.095019259159,3173.429935598566,0.6905737077583123,-0.6141470231963408,-0.6690903312171534,1
1.058087351474356,5.7162272765281354,5.733830530592736,2.850851392547591,2.2445995928897573,5.097764151848256,426.4770641074157,1767.4954083058813,2740.6213600191772,0.6920518153099035,-0.6134184155882458,-0.600172572544559,1
0.7174385585214781,5.479947920726693,5.090008580814237,2.857869547815482,2.7555052096992294,6.868727763515228,391.21085777655315,1723.0485470689157,3314.8505672449,0.7605010166156396,-0.7063158284469379,-0.7669278083070363,1
0.7321759650240773,5.361580068650453,5.483335782976254,2.1615249112173607,2.877077916763514,6.736917373580019,234.9083029945061,1694.8318585580623,3425.453186637913,0.6762992695066757,-0.460139591357952,-0.6994905660917694,1
0.24893591118355593,5.988075828800599,4.401805393397808,2.933187568869461,2.39999976479307,6.788870654958457,407.34321398409173,1991.8584492476875,3096.214698803145,0.7178117372491042,-0.764690622225409,-0.6432537310747355,1
0.8008536848616092,5.825603693723679,4.933129147012183,2.852105689498872,2.845516575845191,6.93098197334119,404.3315471014564,1967.5303154642158,3353.5523807916584,0.6675962308768619,-0.6721621500638698,-0.6244586021449042,1
1.210471001143257,6.650076374411583,4.983557319268584,1.9558189009853126,1.8417355006212655,4.869303403422538,250.11721809343604,2282.1522714540274,2306.495925438271,0.512752087831501,-0.4613776724810065,-0.619370333730321,1
0.558771116203732,6.06876356071896,3.3397133679853543,3.665476996858537,2.0716564207803385,7.615291293884335,605.2218832516198,1846.1825563494206,3053.5929477047675,0.454946850851351,-0.832274591289417,-0.2923991377134509,1
2.1065635698021583,6.99403002577008,2.177235355635859,2.741731267723052,1.0174370767134868,6.075376200656575,626.0820318110665,2646.401434736498,2170.5689420072576,0.04716443318232286,-0.7572675416396261,-0.15356091999028396,1
1.7657728374004364,7.337089527977837,2.5158817550374404,2.183124939659043,1.571323717206654,6.850184356858186,350.0134351936507,2531.1182852375623,2349.535877049424,0.3347661327552765,-0.6854394523248964,0.027792302707158104,1
1.5478931794112378,6.996735616163774,3.6483139896934684,2.30362468151155,1.6086757541869037,5.537864058227516,333.61035192475975,2265.2666287604425,1904.3699266438446,0.32151064177460925,-0.634660365488944,-0.1760056350008658,1
1.5914162730886823,7.068465210142589,2.62375431401389,2.2010057492022495,1.3083203886942971,7.818228811598508,304.9909203074373,2168.634209752238,2795.2444131837424,0.21687119506679733,-0.7977387134929855,-0.07996092983357403,1
2.135659308005602,6.666318758940085,2.6519121680504236,2.6435764595829307,1.4294742167129466,8.17810215794382,443.44345342608636,1810.8014944134532,2815.764374154186,0.5048352692278735,-0.8639541304733088,-0.47187968918702206,1
2.1072996468061493,6.734067797660828,2.7954872215077993,2.5937239792677897,1.4769414055452823,7.89118997371246,462.33346296580993,1994.0376948786645,2881.3254970857856,0.2713197088229772,-0.7662541673693478,-0.42664926919155577,1
1.9299262064067941,6.617361802803843,3.6212759912014008,2.414670960676545,1.5873891284898243,6.620486465417781,357.26890255105707,1757.232891784043,2120.059431004025,0.6550324758538693,-0.48397248282315164,-0.18569183082765964,1
2.12656876597649,7.119678460634672,3.4303812919518886,2.7819976988113138,1.5330835305917534,5.789674102809387,470.4709193959189,2066.21614817751,1732.7055127549504,0.37665944519273414,-0.7392394462900381,-0.1496427246916108,1
1.3937615107845616,6.781998975856884,3.185615823276945,2.2289383344208606,1.7186494670378827,8.208259033560035,250.72911206237532,1808.1690896751672,2801.0000714526773,0.46359707157305463,-0.425888101127849,-0.031728914073474446,1
1.5214340601648604,5.502734771796635,4.580118838520277,2.700026081935977,2.212743458301606,6.167890848171033,396.1157617445649,1472.5093567895888,2440.8124982617,0.4286001493122678,-0.7668830179319998,-0.5121492677053755,1
1.7110111131224521,5.72692697269972,3.5835904645365337,2.5218788604397724,1.9509227796796669,7.290266250061489,392.99970369961306,1570.1569667527974,2784.426430418231,0.20451745658549195,-0.6671186926090279,-0.32999707912372384,1
1.1055463254451752,6.486498751423576,3.3294974940574984,2.7686867480975814,1.6006976298351692,6.168013056220835,383.40016910995456,1961.4613210905395,2123.672914422707,0.19667163750940994,-0.740599504047239,-0.1162966749946824,1
1.5152503688668095,5.906866284303887,3.603367096462915,2.458753328967368,1.8896667365064521,6.6103541511682335,352.636951428834,1650.2912756802543,2393.5877847328966,0.5402707412027365,-0.607127705661128,-0.4994890567210255,1
1.514553426428044,5.391614467539686,3.9837041031172933,2.8102560212955052,1.7337960265872823,8.012099033139771,471.09877747120333,1504.5450470726648,3698.796846090703,0.2747433034264748,-0.6420552107273371,-0.5778610862282522,1
